City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,haines junction,60.7522,-137.5108,0.97,60,85,3.09,CA,1676170761
363,broken hill,-31.95,141.4333,25.7,30,0,7.69,AU,1676170761
364,katherine,-14.4667,132.2667,28.18,78,100,0.0,AU,1676170762
365,port-gentil,-0.7193,8.7815,27.37,79,100,1.72,GA,1676170762
366,grand gaube,-20.0064,57.6608,24.65,77,12,0.89,MU,1676170763
367,ahipara,-35.1667,173.1667,18.62,92,100,10.4,NZ,1676170763
368,redmond,47.674,-122.1215,7.1,83,71,0.99,US,1676170324
369,borogontsy,62.6683,131.1683,-32.61,96,100,1.8,RU,1676170764
370,mogzon,51.7435,111.9606,-14.33,71,45,4.89,RU,1676170764
371,talnakh,69.4865,88.3972,-12.01,94,100,5.33,RU,1676170764
372,shimoda,34.6667,138.95,15.61,68,66,4.21,JP,1676170765
373,makueni,-1.8041,37.6203,14.0,74,98,0.71,KE,1676170765
374,bacolod,10.6667,122.95,28.86,60,12,6.87,PH,1676170766
375,boyolangu,-8.1181,111.8935,28.78,73,43,0.91,ID,1676170766
376,prince rupert,54.3161,-130.3201,5.83,87,100,10.8,CA,1676170737
377,golfito,8.639,-83.166,23.39,92,30,1.19,CR,1676170767
378,hofn,64.2539,-15.2082,3.81,67,4,14.25,IS,1676170767
379,casa nova,-9.4167,-41.1333,28.15,43,99,5.31,BR,1676170767
380,belize,17.25,-88.75,22.18,99,9,0.69,BZ,1676170768
381,batemans bay,-35.7167,150.1833,24.5,60,5,4.09,AU,1676170768
382,hasaki,35.7333,140.8333,14.22,61,100,7.28,JP,1676170769
383,cap-aux-meules,47.3821,-61.8597,-6.97,68,75,9.26,CA,1676170769
384,hay river,60.8156,-115.7999,-13.01,78,100,3.09,CA,1676170770
385,luganville,-15.5333,167.1667,32.13,59,100,1.37,VU,1676170770
386,tsumeb,-19.2333,17.7167,20.81,51,58,2.57,NA,1676170771
387,scarborough,54.2797,-0.4044,7.17,82,69,2.61,GB,1676170104
388,dauphin,51.1494,-100.0502,-2.92,95,100,1.03,CA,1676170771
389,konevo,62.1215,39.3192,-17.4,98,53,1.98,RU,1676170772
390,namibe,-15.1961,12.1522,20.93,82,13,2.15,AO,1676170772
391,srikakulam,18.3,83.9,25.25,60,40,2.74,IN,1676170773
392,hibbing,47.4272,-92.9377,3.64,51,0,2.06,US,1676170773
393,kiruna,67.8557,20.2251,-4.49,68,75,5.66,SE,1676170773
394,cabedelo,-6.9811,-34.8339,25.37,82,91,3.42,BR,1676170774
395,brookhaven,31.5791,-90.4407,5.14,93,100,6.26,US,1676170774
396,havre-saint-pierre,50.2334,-63.5986,-11.0,60,0,5.14,CA,1676170775
397,alakurtti,66.9672,30.3491,-8.07,87,97,3.8,RU,1676170775
398,sao miguel do araguaia,-13.275,-50.1628,24.87,72,29,1.05,BR,1676170775
399,asau,46.4333,26.4,-1.49,90,100,3.15,RO,1676170776
400,linxia,35.6003,103.2064,-3.07,58,100,1.48,CN,1676170776
401,kamaishi,39.2667,141.8833,7.45,61,4,5.06,JP,1676170777
402,tarakan,3.3,117.6333,28.72,74,75,3.09,ID,1676170777
403,murrhardt,48.9819,9.5705,4.76,83,100,0.46,DE,1676170778
404,iskilip,40.7353,34.4739,-4.06,89,85,1.54,TR,1676170778
405,saint-malo,48.5,-1.8333,2.97,93,0,3.36,FR,1676170779
406,hami,42.8,93.45,0.07,36,100,2.28,CN,1676170779
407,ibiapina,-3.9233,-40.8894,18.64,90,75,0.68,BR,1676170780
408,petatlan,17.5167,-101.2667,23.26,79,0,1.88,MX,1676170664
409,lena,43.1,-5.7333,-0.46,65,0,3.44,ES,1676170780
410,caravelas,-17.7125,-39.2481,24.45,91,98,2.05,BR,1676170781
411,varhaug,58.6147,5.6457,7.3,89,100,6.5,NO,1676170781
412,mujiayingzi,42.1167,118.7833,-4.74,46,100,2.21,CN,1676170781
413,sainte-marie,-20.8968,55.5496,25.09,69,100,2.06,RE,1676170782
414,nikolskoye,59.7035,30.7861,-7.06,91,9,3.55,RU,1676170782
415,bilma,18.6853,12.9164,16.35,22,2,5.57,NE,1676170783
416,vao,-22.6667,167.4833,25.32,70,30,12.33,NC,1676170783
417,alzenau,50.0834,9.0666,5.62,85,100,0.49,DE,1676170783
418,moose factory,51.2585,-80.6094,-7.0,79,100,6.69,CA,1676170784
419,ende,-8.8432,121.6623,28.42,78,87,3.87,ID,1676170784
420,loudeac,48.1783,-2.7543,3.04,90,0,3.01,FR,1676170785
421,chicama,-7.8447,-79.1469,21.3,78,100,2.27,PE,1676170785
422,baykit,61.67,96.37,-16.89,96,100,1.47,RU,1676170786
423,tobol,52.6844,62.5794,-16.31,93,9,3.8,KZ,1676170786
424,auki,-8.7676,160.7034,28.72,76,100,3.67,SB,1676170786
425,sao joao da barra,-21.6403,-41.0511,24.59,90,100,6.55,BR,1676170787
426,kutum,14.2,24.6667,16.17,21,0,4.17,SD,1676170787
427,gorontalo,0.5412,123.0595,32.31,50,100,1.15,ID,1676170788
428,nabire,-3.3667,135.4833,30.75,61,61,2.77,ID,1676170788
429,banjar,-8.19,114.9675,30.7,67,95,0.63,ID,1676170695
430,port hedland,-20.3167,118.5667,39.03,30,66,5.66,AU,1676170712
431,vostok,46.4856,135.8833,-8.75,85,100,3.79,RU,1676170789
432,egvekinot,66.3167,-179.1667,-28.46,86,100,3.31,RU,1676170789
433,gondanglegi,-7.7479,112.0132,28.91,75,26,1.89,ID,1676170790
434,palora,-1.7,-77.9333,18.21,94,72,1.17,EC,1676170790
435,ikryanoye,46.0932,47.7308,-5.01,97,99,2.57,RU,1676170790
436,purpe,64.4803,76.6897,-13.66,92,100,9.4,RU,1676170791
437,xingyi,24.1877,102.817,18.28,24,51,4.51,CN,1676170791
438,bauchi,10.5,10.0,17.13,18,0,2.47,NG,1676170792
439,camacha,33.0833,-16.3333,14.68,72,40,4.63,PT,1676170792
440,altus,34.6381,-99.334,4.04,57,0,3.09,US,1676170792
441,bonavista,48.6499,-53.1147,-6.99,75,100,13.49,CA,1676170793
442,christchurch,-43.5333,172.6333,23.01,56,2,9.77,NZ,1676170654
443,palasa,18.7667,84.4167,26.76,47,6,2.23,IN,1676170793
444,sioux lookout,50.1001,-91.917,-3.96,86,75,1.03,CA,1676170794
445,santa cruz,-17.8,-63.1667,24.7,83,20,2.06,BO,1676170794
446,washington,47.5001,-120.5015,2.22,71,61,1.14,US,1676170496
447,tilichiki,60.4667,166.1,-21.46,79,95,3.89,RU,1676170795
448,broome,42.2506,-75.833,-1.47,79,65,2.24,US,1676170795
449,hornepayne,49.2138,-84.7705,-7.2,96,96,1.52,CA,1676170796
450,bairiki,1.3292,172.9752,29.0,79,75,4.12,KI,1676170796
451,clyde river,70.4692,-68.5914,-32.87,75,0,2.06,CA,1676170796
452,juba,4.8517,31.5825,25.98,32,52,1.16,SS,1676170797
453,lethem,3.3803,-59.7968,25.92,65,55,6.11,GY,1676170797
454,tessalit,20.1986,1.0114,21.8,20,74,6.45,ML,1676170798
455,coihaique,-45.5752,-72.0662,12.97,76,40,5.14,CL,1676170798
456,minsk,53.9,27.5667,-4.14,92,6,5.48,BY,1676170390
457,leningradskiy,69.3833,178.4167,-26.5,96,100,7.64,RU,1676170799
458,dikson,73.5069,80.5464,-18.74,97,100,2.24,RU,1676170799
459,itarema,-2.9248,-39.9167,26.14,75,5,5.82,BR,1676170529
460,kidal,18.4411,1.4078,21.76,20,20,6.42,ML,1676170800
461,cabo san lucas,22.8909,-109.9124,20.9,62,77,1.61,MX,1676170687
462,la victoria,10.2184,-67.3302,19.48,91,85,2.04,VE,1676170801
463,imbituba,-28.24,-48.6703,22.79,90,25,1.62,BR,1676170686
464,balkhash,46.844,74.9804,-19.66,84,83,7.0,KZ,1676170803
465,luderitz,-26.6481,15.1594,16.91,93,1,2.34,NA,1676170779
466,likasi,-10.9814,26.7333,17.48,96,100,2.23,CD,1676170806
467,onega,63.9061,38.1404,-7.8,95,100,3.43,RU,1676170811
468,valparaiso,-33.0393,-71.6273,15.8,82,0,1.03,CL,1676170564
469,san juan,-31.5375,-68.5364,32.72,25,83,4.07,AR,1676170815
470,ourem,39.6417,-8.5919,10.49,62,97,5.2,PT,1676170819
471,imperia,43.9667,7.7833,6.72,75,1,2.12,IT,1676170835
472,gazojak,41.1875,61.4036,-2.7,36,0,3.5,TM,1676170837
473,barreirinhas,-2.7469,-42.8264,25.24,87,87,2.25,BR,1676170837
474,manta,-0.95,-80.7333,26.88,78,75,2.57,EC,1676170838
475,maldonado,-34.6667,-54.9167,25.68,56,0,4.37,UY,1676170840
476,inirida,3.8653,-67.9239,23.32,95,99,0.86,CO,1676170832
477,newport,51.5877,-2.9984,8.16,90,41,1.38,GB,1676170826
478,aljezur,37.3191,-8.8033,13.22,77,69,8.71,PT,1676170841
479,mumford,5.2618,-0.759,26.12,90,51,2.05,GH,1676170841
480,carbonia,39.1672,8.5222,1.12,82,2,1.5,IT,1676170702
481,biloela,-24.4167,150.5,35.79,27,0,3.39,AU,1676170842
482,smithers,54.7804,-127.1743,-0.82,93,75,2.06,CA,1676170830
483,shenjiamen,29.9576,122.298,12.64,98,100,5.64,CN,1676170842
484,kuytun,54.3419,101.5036,-19.16,95,70,0.4,RU,1676170843
485,staritsa,56.5075,34.9354,-6.42,86,100,6.67,RU,1676170843
486,cassilandia,-19.1133,-51.7342,20.99,96,93,1.16,BR,1676170844
487,sakaiminato,35.55,133.2333,9.99,66,75,1.03,JP,1676170844
488,monrovia,6.3005,-10.7969,23.87,91,12,2.83,LR,1676170845
489,santa fe,-31.6333,-60.7,32.77,44,89,3.13,AR,1676170646
490,agogo,6.8,-1.0819,22.13,92,65,1.82,GH,1676170845
491,baruun-urt,46.6806,113.2792,-14.39,78,6,3.18,MN,1676170846
492,niquero,20.0431,-77.5828,23.84,81,20,1.39,CU,1676170846
493,wamba,8.9333,8.6,22.36,14,1,2.46,NG,1676170847
494,faanui,-16.4833,-151.75,27.71,74,11,6.1,PF,1676170847
495,nishinomiya,34.7167,135.3333,15.37,54,20,2.06,JP,1676170295
496,mar del plata,-38.0023,-57.5575,25.61,83,0,3.6,AR,1676170609
497,shahabad,27.65,79.95,15.6,35,0,4.86,IN,1676170848
498,shihezi,44.3,86.0333,-8.71,92,100,1.76,CN,1676170848
499,axim,4.8699,-2.2405,25.78,92,43,1.6,GH,1676170849
500,charters towers,-20.1,146.2667,34.3,25,11,4.49,AU,1676170849
501,jiexiu,37.0244,111.9125,1.93,99,100,1.61,CN,1676170850
502,naberera,-4.2,36.9333,15.91,89,87,2.17,TZ,1676170850
503,gayny,60.3071,54.3241,-8.3,94,100,3.13,RU,1676170851
504,abha,18.2164,42.5053,11.14,66,0,2.57,SA,1676170607
505,bend,44.0582,-121.3153,3.18,68,0,0.0,US,1676170752
506,mendoza,-32.8908,-68.8272,31.74,40,20,2.57,AR,1676170623
507,la asuncion,11.0333,-63.8628,23.92,85,12,7.15,VE,1676170852
508,skegness,53.1436,0.3363,7.41,88,23,2.16,GB,1676170852
509,pochutla,15.7432,-96.4661,22.22,74,0,0.9,MX,1676170853
510,kajaani,64.2273,27.7285,-9.97,92,0,2.57,FI,1676170854
511,carauari,-4.8828,-66.8958,23.06,97,96,0.37,BR,1676170854
512,dongtai,32.8523,120.3095,8.22,98,100,5.25,CN,1676170854
513,vigrestad,58.5667,5.7,7.36,89,100,6.71,NO,1676170855
514,kemijarvi,66.7131,27.4306,-10.4,89,100,1.93,FI,1676170855
515,tambacounda,13.7539,-13.7586,29.03,21,0,2.06,SN,1676170856
516,korla,41.7597,86.1469,0.13,55,90,0.57,CN,1676170856
517,kitimat,54.0524,-128.6534,3.21,32,100,1.47,CA,1676170857
518,puerto ayacucho,5.6639,-67.6236,27.29,63,98,0.75,VE,1676170857
519,vrsac,45.1167,21.3036,1.9,64,100,1.03,RS,1676170858
520,aswan,24.0934,32.907,13.35,40,100,4.34,EG,1676170858
521,jumla,29.2747,82.1838,4.73,41,1,1.9,NP,1676170859
522,abu samrah,35.3029,37.1841,3.91,89,99,3.44,SY,1676170859
523,svobodnyy,51.4,128.1333,-13.5,84,100,2.19,RU,1676170860
524,kruisfontein,-34.0033,24.7314,21.05,59,100,2.65,ZA,1676170860
525,kirovskiy,45.0917,133.5136,-8.87,83,92,2.99,RU,1676170861
526,bereda,43.2686,-7.5406,1.9,84,0,0.54,ES,1676170861
527,amapa,1.0,-52.0,21.65,99,97,0.82,BR,1676170862
528,ferreiras,37.1293,-8.2376,13.5,81,66,9.01,PT,1676170863
529,elko,41.0002,-115.5012,0.01,79,100,0.89,US,1676170824
530,laem sing,12.4816,102.0738,31.34,84,67,2.26,TH,1676170864
531,ontario,34.0633,-117.6509,12.04,69,75,4.63,US,1676170719
532,port hardy,50.6996,-127.4199,5.1,100,100,5.66,CA,1676170866
533,kavaratti,10.5669,72.642,26.45,77,76,1.49,IN,1676170866
534,vanavara,60.34,102.2797,-13.54,91,100,4.75,RU,1676170867
535,ardakan,32.31,54.0175,3.0,50,61,1.37,IR,1676170868
536,poya,-21.35,165.15,26.66,63,52,5.0,NC,1676170868
537,ballina,-28.8667,153.5667,35.99,47,0,6.04,AU,1676170869
538,nouakchott,18.0858,-15.9785,21.96,75,100,5.88,MR,1676170870
539,wum,6.3833,10.0667,19.57,19,50,0.98,CM,1676170871
540,muhos,64.808,25.9931,-6.12,97,92,2.06,FI,1676170871
541,saiha,22.4833,92.9667,24.03,25,2,0.46,IN,1676170872
542,goderich,43.7501,-81.7165,1.18,69,1,7.72,CA,1676170826
543,raudeberg,61.9875,5.1352,8.26,55,100,13.36,NO,1676170873
544,akdepe,42.0551,59.3788,-9.95,36,1,3.53,TM,1676170874
545,kenai,60.5544,-151.2583,-2.73,92,100,3.09,US,1676170875
546,kyshtovka,56.555,76.6271,-24.4,100,100,1.62,RU,1676170876
547,bhander,25.7333,78.75,16.83,34,0,2.89,IN,1676170877
548,meulaboh,4.1363,96.1285,27.55,73,28,2.15,ID,1676170877
549,takoradi,4.8845,-1.7554,26.11,90,40,1.59,GH,1676170878
550,krasnoarmeysk,51.0239,45.6969,-8.72,89,100,4.83,RU,1676170879
551,abatskoye,56.2875,70.4555,-22.16,98,8,3.07,RU,1676170880
552,tahoua,14.8888,5.2692,20.22,20,0,7.45,NE,1676170880
553,marawi,7.9986,124.2928,24.57,67,65,3.11,PH,1676170881
554,krasnokamensk,50.0979,118.0369,-16.32,85,16,2.53,RU,1676170882
555,chapada dos guimaraes,-15.4606,-55.7497,19.81,87,76,1.57,BR,1676170883
556,tiarei,-17.5333,-149.3333,30.01,78,26,6.2,PF,1676170883
557,kolaras,25.2333,77.6,17.63,34,0,2.08,IN,1676170884
558,saint-francois,46.4154,3.9054,-3.51,93,0,1.54,FR,1676170885
559,fort saint james,54.4333,-124.25,-2.54,96,100,1.63,CA,1676170885
560,pundaguitan,6.3711,126.1689,27.05,75,83,6.53,PH,1676170886
